gene_name	chrom	start	end	MeanExp	d	LOCK_group	MD_anno	index	OG_TSG_anno	TorN	max	min	singleValue
ERC2	chr3	55508310	56468467	-0.814538361518334	960157	Tumor-loss LOCKs	common PMDs	breastNormalVsHer2Pos.T	OG	Tumor	-0.0784672871168003	-1.47101658885117	ERC2|Tumor-loss LOCKs
FGF19	chr11	69698237	69704022	-0.975657937177745	5785	Tumor-loss LOCKs	common PMDs	breastNormalVsHer2Pos.N	OG	Normal	0.272000522673032	-1.85397727209053	FGF19|Tumor-loss LOCKs
FGF19	chr11	69698237	69704022	-0.94674459332812	5785	Tumor-loss LOCKs	common PMDs	breastNormalVsHer2Pos.T	OG	Tumor	-0.0784672871168003	-1.47101658885117	FGF19|Tumor-loss LOCKs
HLA-DQA2	chr6	32741390	32747198	-0.975657937177745	5808	Shared LOCKs	common PMDs	breastNormalVsHer2Pos.N	OG	Normal	0.152449964213202	-1.77765147105883	HLA-DQA2|Shared LOCKs
HLA-DQA2	chr6	32741390	32747198	-0.577859549311524	5808	Shared LOCKs	common PMDs	breastNormalVsHer2Pos.T	OG	Tumor	-0.0141506520690761	-1.4878810451525	HLA-DQA2|Shared LOCKs
HLA-DRA	chr6	32439886	32445046	-0.923803669159649	5160	Shared LOCKs	common PMDs	breastNormalVsHer2Pos.N	OG	Normal	0.152449964213202	-1.77765147105883	HLA-DRA|Shared LOCKs
HLA-DRA	chr6	32439886	32445046	-0.83325150879557	5160	Shared LOCKs	common PMDs	breastNormalVsHer2Pos.T	OG	Tumor	-0.0141506520690761	-1.4878810451525	HLA-DRA|Shared LOCKs
LAMA2	chr6	128883137	129516566	-0.763518615841491	633429	Tumor-loss LOCKs	common PMDs	breastNormalVsHer2Pos.T	OG	Tumor	-0.0784672871168003	-1.47101658885117	LAMA2|Tumor-loss LOCKs
LAMA2	chr6	128883137	129516566	-0.669942884971843	633429	Tumor-loss LOCKs	common PMDs	breastNormalVsHer2Pos.N	OG	Normal	0.272000522673032	-1.85397727209053	LAMA2|Tumor-loss LOCKs
LUM	chr12	91102628	91111494	-0.938458827869874	8866	Tumor-loss LOCKs	common PMDs	breastNormalVsHer2Pos.N	OG	Normal	0.272000522673032	-1.85397727209053	LUM|Tumor-loss LOCKs
LUM	chr12	91102628	91111494	-0.94674459332812	8866	Tumor-loss LOCKs	common PMDs	breastNormalVsHer2Pos.T	OG	Tumor	-0.0784672871168003	-1.47101658885117	LUM|Tumor-loss LOCKs
MARCO	chr2	118942193	118994660	-0.564894700060105	52467	Tumor-loss LOCKs	common PMDs	breastNormalVsHer2Pos.T	OG	Tumor	-0.0784672871168003	-1.47101658885117	MARCO|Tumor-loss LOCKs
MARCO	chr2	118942193	118994660	-0.907032719550184	52467	Tumor-loss LOCKs	common PMDs	breastNormalVsHer2Pos.N	OG	Normal	0.272000522673032	-1.85397727209053	MARCO|Tumor-loss LOCKs
MYO3A	chr10	25934228	26212532	-0.975657937177745	278304	Tumor-gain LOCKs	common PMDs	breastNormalVsHer2Pos.N	OG	Normal	0.863170378116853	-2.2375479155142	MYO3A|Tumor-gain LOCKs
MYO3A	chr10	25934228	26212532	-0.94674459332812	278304	Tumor-gain LOCKs	common PMDs	breastNormalVsHer2Pos.T	OG	Tumor	-0.62534160627338	-1.15446899301328	MYO3A|Tumor-gain LOCKs
OGDHL	chr10	49734640	49762379	-0.0784672871168003	27739	Tumor-loss LOCKs	common PMDs	breastNormalVsHer2Pos.T	OG	Tumor	-0.0784672871168003	-1.47101658885117	OGDHL|Tumor-loss LOCKs
OGDHL	chr10	49734640	49762379	-0.870842569263351	27739	Tumor-loss LOCKs	common PMDs	breastNormalVsHer2Pos.N	OG	Normal	0.272000522673032	-1.85397727209053	OGDHL|Tumor-loss LOCKs
OR9A2	chr7	143026199	143027132	-0.975657937177745	933	Tumor-loss LOCKs	common PMDs	breastNormalVsHer2Pos.N	OG	Normal	0.272000522673032	-1.85397727209053	OR9A2|Tumor-loss LOCKs
OR9A2	chr7	143026199	143027132	-0.94674459332812	933	Tumor-loss LOCKs	common PMDs	breastNormalVsHer2Pos.T	OG	Tumor	-0.0784672871168003	-1.47101658885117	OR9A2|Tumor-loss LOCKs
PIWIL1	chr12	130337886	130426260	-0.94674459332812	88374	Tumor-gain LOCKs	common PMDs	breastNormalVsHer2Pos.T	OG	Tumor	-0.62534160627338	-1.15446899301328	PIWIL1|Tumor-gain LOCKs
PIWIL1	chr12	130337886	130426260	-0.975657937177745	88374	Tumor-gain LOCKs	common PMDs	breastNormalVsHer2Pos.N	OG	Normal	0.863170378116853	-2.2375479155142	PIWIL1|Tumor-gain LOCKs
PROX1	chr1	213983150	214041510	-0.917504640108062	58360	Shared LOCKs	common PMDs	breastNormalVsHer2Pos.T	OG	Tumor	-0.0141506520690761	-1.4878810451525	PROX1|Shared LOCKs
PROX1	chr1	213983150	214041510	-0.784201046729048	58360	Shared LOCKs	common PMDs	breastNormalVsHer2Pos.N	OG	Normal	0.152449964213202	-1.77765147105883	PROX1|Shared LOCKs
RIMS1	chr6	71886549	72403145	-0.935438604819444	516596	Tumor-loss LOCKs	common PMDs	breastNormalVsHer2Pos.T	OG	Tumor	-0.0784672871168003	-1.47101658885117	RIMS1|Tumor-loss LOCKs
RIMS1	chr6	71886549	72403145	-0.975657937177745	516596	Tumor-loss LOCKs	common PMDs	breastNormalVsHer2Pos.N	OG	Normal	0.272000522673032	-1.85397727209053	RIMS1|Tumor-loss LOCKs
SDK1	chr7	3301251	4269000	-0.119054121229676	967749	Tumor-gain LOCKs	common PMDs	breastNormalVsHer2Pos.N	OG	Normal	0.863170378116853	-2.2375479155142	SDK1|Tumor-gain LOCKs
SDK1	chr7	3301251	4269000	-0.792723386615779	967749	Tumor-gain LOCKs	common PMDs	breastNormalVsHer2Pos.T	OG	Tumor	-0.62534160627338	-1.15446899301328	SDK1|Tumor-gain LOCKs
SELP	chr1	169588848	169630124	-0.94674459332812	41276	Tumor-loss LOCKs	common PMDs	breastNormalVsHer2Pos.T	OG	Tumor	-0.0784672871168003	-1.47101658885117	SELP|Tumor-loss LOCKs
SELP	chr1	169588848	169630124	-0.975657937177745	41276	Tumor-loss LOCKs	common PMDs	breastNormalVsHer2Pos.N	OG	Normal	0.272000522673032	-1.85397727209053	SELP|Tumor-loss LOCKs
SGCG	chr13	23160507	23325162	-0.94674459332812	164655	Tumor-gain LOCKs	common PMDs	breastNormalVsHer2Pos.T	OG	Tumor	-0.62534160627338	-1.15446899301328	SGCG|Tumor-gain LOCKs
SGCG	chr13	23160507	23325162	-0.853358377592742	164655	Tumor-gain LOCKs	common PMDs	breastNormalVsHer2Pos.N	OG	Normal	0.863170378116853	-2.2375479155142	SGCG|Tumor-gain LOCKs
SGSM1	chr22	24806210	24927578	-0.916520534914515	121368	Tumor-loss LOCKs	common PMDs	breastNormalVsHer2Pos.N	OG	Normal	0.272000522673032	-1.85397727209053	SGSM1|Tumor-loss LOCKs
SGSM1	chr22	24806210	24927578	-0.615037887679132	121368	Tumor-loss LOCKs	common PMDs	breastNormalVsHer2Pos.T	OG	Tumor	-0.0784672871168003	-1.47101658885117	SGSM1|Tumor-loss LOCKs
TRIM67	chr1	231162057	231221565	-0.951250202298241	59508	Tumor-loss LOCKs	common PMDs	breastNormalVsHer2Pos.N	OG	Normal	0.272000522673032	-1.85397727209053	TRIM67|Tumor-loss LOCKs
TRIM67	chr1	231162057	231221565	-0.864226210289656	59508	Tumor-loss LOCKs	common PMDs	breastNormalVsHer2Pos.T	OG	Tumor	-0.0784672871168003	-1.47101658885117	TRIM67|Tumor-loss LOCKs
VNN1	chr6	132680848	132714055	-0.76163694991901	33207	Tumor-loss LOCKs	common PMDs	breastNormalVsHer2Pos.T	OG	Tumor	-0.0784672871168003	-1.47101658885117	VNN1|Tumor-loss LOCKs
VNN1	chr6	132680848	132714055	-0.322220662875234	33207	Tumor-loss LOCKs	common PMDs	breastNormalVsHer2Pos.N	OG	Normal	0.272000522673032	-1.85397727209053	VNN1|Tumor-loss LOCKs
XKR6	chr8	10896044	11201833	-0.776811899195222	305789	Shared LOCKs	common PMDs	breastNormalVsHer2Pos.T	OG	Tumor	-0.0141506520690761	-1.4878810451525	XKR6|Shared LOCKs
XKR6	chr8	10896044	11201833	-0.0997827309014201	305789	Shared LOCKs	common PMDs	breastNormalVsHer2Pos.N	OG	Normal	0.152449964213202	-1.77765147105883	XKR6|Shared LOCKs
ZNF423	chr16	49487523	49859279	-0.929890051354995	371756	Shared LOCKs	common PMDs	breastNormalVsHer2Pos.T	OG	Tumor	-0.0141506520690761	-1.4878810451525	ZNF423|Shared LOCKs
ZNF423	chr16	49487523	49859279	-0.953444015636334	371756	Shared LOCKs	common PMDs	breastNormalVsHer2Pos.N	OG	Normal	0.152449964213202	-1.77765147105883	ZNF423|Shared LOCKs
ZNF521	chr18	25061923	25352166	-0.820612620414201	290243	Tumor-gain LOCKs	common PMDs	breastNormalVsHer2Pos.N	OG	Normal	0.863170378116853	-2.2375479155142	ZNF521|Tumor-gain LOCKs
ZNF521	chr18	25061923	25352166	-0.942789051699036	290243	Tumor-gain LOCKs	common PMDs	breastNormalVsHer2Pos.T	OG	Tumor	-0.62534160627338	-1.15446899301328	ZNF521|Tumor-gain LOCKs
