gene_name	chrom	start	end	MeanExp	d	LOCK_group	MD_anno	index	OG_TSG_anno	TorN	max	min	singleValue
ADAMTS9	chr3	64515653	64688000	-0.897691163590735	172347	Tumor-gain LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	1.00751618951085	-2.60039120281536	ADAMTS9|Tumor-gain LOCKs
ADAMTS9	chr3	64515653	64688000	-1.00515515552036	172347	Tumor-gain LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	0.513388128273281	-2.21830658670698	ADAMTS9|Tumor-gain LOCKs
ALK	chr2	29192773	29921586	-0.465735228217983	728813	Shared LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	-0.189028473881526	-1.67610527928257	ALK|Shared LOCKs
ALK	chr2	29192773	29921586	-0.681099211389948	728813	Shared LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	-0.0876686678555409	-1.72725783863713	ALK|Shared LOCKs
AMPD1	chr1	114673097	114695546	-1.00515515552036	22449	Tumor-loss LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	0.122251421126494	-1.74761597009428	AMPD1|Tumor-loss LOCKs
AMPD1	chr1	114673097	114695546	-1.02636188061569	22449	Tumor-loss LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	0.43236197555579	-2.16762463617959	AMPD1|Tumor-loss LOCKs
AMPH	chr7	38383703	38631373	-1.01873373538388	247670	Shared LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	-0.189028473881526	-1.67610527928257	AMPH|Shared LOCKs
AMPH	chr7	38383703	38631373	-1.00515515552036	247670	Shared LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	-0.0876686678555409	-1.72725783863713	AMPH|Shared LOCKs
ASTN1	chr1	176857320	177164712	-0.995607553221337	307392	Tumor-gain LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	0.513388128273281	-2.21830658670698	ASTN1|Tumor-gain LOCKs
ASTN1	chr1	176857320	177164712	-1.01937323675213	307392	Tumor-gain LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	1.00751618951085	-2.60039120281536	ASTN1|Tumor-gain LOCKs
ATP8A2	chr13	25371973	26025851	-0.75394645626414	653878	Tumor-loss LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	0.122251421126494	-1.74761597009428	ATP8A2|Tumor-loss LOCKs
ATP8A2	chr13	25371973	26025851	-0.9290576836961	653878	Tumor-loss LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	0.43236197555579	-2.16762463617959	ATP8A2|Tumor-loss LOCKs
ATRNL1	chr10	115093364	115948999	-0.983293271492406	855635	Tumor-loss LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	0.122251421126494	-1.74761597009428	ATRNL1|Tumor-loss LOCKs
ATRNL1	chr10	115093364	115948999	-0.992408878505521	855635	Tumor-loss LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	0.43236197555579	-2.16762463617959	ATRNL1|Tumor-loss LOCKs
BHLHE23	chr20	63005926	63006964	-1.00515515552036	1038	Shared LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	-0.0876686678555409	-1.72725783863713	BHLHE23|Shared LOCKs
BHLHE23	chr20	63005926	63006964	-1.02636188061569	1038	Shared LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	-0.189028473881526	-1.67610527928257	BHLHE23|Shared LOCKs
C20orf85	chr20	58150901	58161150	-1.00515515552036	10249	Tumor-loss LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	0.122251421126494	-1.74761597009428	C20orf85|Tumor-loss LOCKs
C20orf85	chr20	58150901	58161150	-1.02636188061569	10249	Tumor-loss LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	0.43236197555579	-2.16762463617959	C20orf85|Tumor-loss LOCKs
CA10	chr17	51630312	52160023	-1.02636188061569	529711	Tumor-gain LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	1.00751618951085	-2.60039120281536	CA10|Tumor-gain LOCKs
CA10	chr17	51630312	52160023	-0.995288026337797	529711	Tumor-gain LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	0.513388128273281	-2.21830658670698	CA10|Tumor-gain LOCKs
CACNA1C	chr12	1970779	2697950	-0.991430061891375	727171	Tumor-gain LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	1.00751618951085	-2.60039120281536	CACNA1C|Tumor-gain LOCKs
CACNA1C	chr12	1970779	2697950	-1.00515515552036	727171	Tumor-gain LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	0.513388128273281	-2.21830658670698	CACNA1C|Tumor-gain LOCKs
CACNA1E	chr1	181317698	181808084	-1.00515515552036	490386	Shared LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	-0.0876686678555409	-1.72725783863713	CACNA1E|Shared LOCKs
CACNA1E	chr1	181317698	181808084	-1.00375421284578	490386	Shared LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	-0.189028473881526	-1.67610527928257	CACNA1E|Shared LOCKs
CACNA1H	chr16	1153105	1221768	-1.00515515552036	68663	Tumor-gain LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	0.513388128273281	-2.21830658670698	CACNA1H|Tumor-gain LOCKs
CACNA1H	chr16	1153105	1221768	-1.02636188061569	68663	Tumor-gain LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	1.00751618951085	-2.60039120281536	CACNA1H|Tumor-gain LOCKs
CACNG3	chr16	24256334	24362412	-1.02636188061569	106078	Tumor-gain LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	1.00751618951085	-2.60039120281536	CACNG3|Tumor-gain LOCKs
CACNG3	chr16	24256334	24362412	-1.00515515552036	106078	Tumor-gain LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	0.513388128273281	-2.21830658670698	CACNG3|Tumor-gain LOCKs
CADPS	chr3	62398347	62875416	-0.952679767910343	477069	Shared LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	-0.189028473881526	-1.67610527928257	CADPS|Shared LOCKs
CADPS	chr3	62398347	62875416	-1.00515515552036	477069	Shared LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	-0.0876686678555409	-1.72725783863713	CADPS|Shared LOCKs
CBLN1	chr16	49277916	49281838	-1.00515515552036	3922	Tumor-gain LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	0.513388128273281	-2.21830658670698	CBLN1|Tumor-gain LOCKs
CBLN1	chr16	49277916	49281838	-1.02636188061569	3922	Tumor-gain LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	1.00751618951085	-2.60039120281536	CBLN1|Tumor-gain LOCKs
CBLN4	chr20	55997356	56005519	-1.02636188061569	8163	Shared LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	-0.189028473881526	-1.67610527928257	CBLN4|Shared LOCKs
CBLN4	chr20	55997356	56005519	-0.976689280770676	8163	Shared LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	-0.0876686678555409	-1.72725783863713	CBLN4|Shared LOCKs
CCDC60	chr12	119334728	119541040	-0.961865679017643	206312	Tumor-gain LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	1.00751618951085	-2.60039120281536	CCDC60|Tumor-gain LOCKs
CCDC60	chr12	119334728	119541040	-0.992430000056899	206312	Tumor-gain LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	0.513388128273281	-2.21830658670698	CCDC60|Tumor-gain LOCKs
CCM2L	chr20	32010437	32032180	-1.02636188061569	21743	Shared LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	-0.189028473881526	-1.67610527928257	CCM2L|Shared LOCKs
CCM2L	chr20	32010437	32032180	-0.928371745799191	21743	Shared LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	-0.0876686678555409	-1.72725783863713	CCM2L|Shared LOCKs
CD1A	chr1	158248335	158258269	-1.02636188061569	9934	Shared LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	-0.189028473881526	-1.67610527928257	CD1A|Shared LOCKs
CD1A	chr1	158248335	158258269	-1.00515515552036	9934	Shared LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	-0.0876686678555409	-1.72725783863713	CD1A|Shared LOCKs
CD5L	chr1	157827067	157841808	-0.956072175591886	14741	Shared LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	-0.0876686678555409	-1.72725783863713	CD5L|Shared LOCKs
CD5L	chr1	157827067	157841808	-1.00069404403982	14741	Shared LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	-0.189028473881526	-1.67610527928257	CD5L|Shared LOCKs
CD84	chr1	160541097	160579496	-1.00515515552036	38399	Shared LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	-0.0876686678555409	-1.72725783863713	CD84|Shared LOCKs
CD84	chr1	160541097	160579496	-1.02636188061569	38399	Shared LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	-0.189028473881526	-1.67610527928257	CD84|Shared LOCKs
CDH4	chr20	61252260	61940617	-1.01763054682868	688357	Tumor-gain LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	1.00751618951085	-2.60039120281536	CDH4|Tumor-gain LOCKs
CDH4	chr20	61252260	61940617	-0.791569997556394	688357	Tumor-gain LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	0.513388128273281	-2.21830658670698	CDH4|Tumor-gain LOCKs
CERS3	chr15	100400394	100544683	-0.832123204700175	144289	Tumor-gain LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	1.00751618951085	-2.60039120281536	CERS3|Tumor-gain LOCKs
CERS3	chr15	100400394	100544683	-0.891844205276439	144289	Tumor-gain LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	0.513388128273281	-2.21830658670698	CERS3|Tumor-gain LOCKs
CHRNA4	chr20	63343222	63361349	-1.02636188061569	18127	Shared LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	-0.189028473881526	-1.67610527928257	CHRNA4|Shared LOCKs
CHRNA4	chr20	63343222	63361349	-0.996895192086709	18127	Shared LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	-0.0876686678555409	-1.72725783863713	CHRNA4|Shared LOCKs
CHST10	chr2	100391859	100417668	0.43236197555579	25809	Tumor-loss LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	0.43236197555579	-2.16762463617959	CHST10|Tumor-loss LOCKs
CHST10	chr2	100391859	100417668	0.063480913122885	25809	Tumor-loss LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	0.122251421126494	-1.74761597009428	CHST10|Tumor-loss LOCKs
COL14A1	chr8	120123756	120373573	-0.975333779397016	249817	Tumor-gain LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	0.513388128273281	-2.21830658670698	COL14A1|Tumor-gain LOCKs
COL14A1	chr8	120123756	120373573	-1.00672581170025	249817	Tumor-gain LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	1.00751618951085	-2.60039120281536	COL14A1|Tumor-gain LOCKs
COL19A1	chr6	69866555	70212468	-0.975315835285029	345913	Tumor-loss LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	0.122251421126494	-1.74761597009428	COL19A1|Tumor-loss LOCKs
COL19A1	chr6	69866555	70212468	-1.02129679624222	345913	Tumor-loss LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	0.43236197555579	-2.16762463617959	COL19A1|Tumor-loss LOCKs
COL9A1	chr6	70215060	70303084	-0.975267807528973	88024	Tumor-loss LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	0.122251421126494	-1.74761597009428	COL9A1|Tumor-loss LOCKs
COL9A1	chr6	70215060	70303084	-1.02636188061569	88024	Tumor-loss LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	0.43236197555579	-2.16762463617959	COL9A1|Tumor-loss LOCKs
CPXM2	chr10	123745638	123944104	-1.00885038582544	198466	Shared LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	-0.189028473881526	-1.67610527928257	CPXM2|Shared LOCKs
CPXM2	chr10	123745638	123944104	-1.00515515552036	198466	Shared LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	-0.0876686678555409	-1.72725783863713	CPXM2|Shared LOCKs
CSMD1	chr8	2935360	4994914	-1.00278882512807	2059554	Tumor-gain LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	0.513388128273281	-2.21830658670698	CSMD1|Tumor-gain LOCKs
CSMD1	chr8	2935360	4994914	-1.02636188061569	2059554	Tumor-gain LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	1.00751618951085	-2.60039120281536	CSMD1|Tumor-gain LOCKs
CTNND2	chr5	10971835	11904446	-1.00515515552036	932611	Tumor-gain LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	0.513388128273281	-2.21830658670698	CTNND2|Tumor-gain LOCKs
CTNND2	chr5	10971835	11904446	-1.02008854675932	932611	Tumor-gain LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	1.00751618951085	-2.60039120281536	CTNND2|Tumor-gain LOCKs
CXCR2	chr2	218125293	218137251	-0.873263047697736	11958	Tumor-loss LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	0.43236197555579	-2.16762463617959	CXCR2|Tumor-loss LOCKs
CXCR2	chr2	218125293	218137251	-0.0555723678333637	11958	Tumor-loss LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	0.122251421126494	-1.74761597009428	CXCR2|Tumor-loss LOCKs
DIRAS2	chr9	90609831	90642824	-1.02636188061569	32993	Tumor-loss LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	0.43236197555579	-2.16762463617959	DIRAS2|Tumor-loss LOCKs
DIRAS2	chr9	90609831	90642824	-0.899363468940603	32993	Tumor-loss LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	0.122251421126494	-1.74761597009428	DIRAS2|Tumor-loss LOCKs
DNAH8	chr6	38715310	39030792	-1.00515515552036	315482	Shared LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	-0.0876686678555409	-1.72725783863713	DNAH8|Shared LOCKs
DNAH8	chr6	38715310	39030792	-1.01923414588861	315482	Shared LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	-0.189028473881526	-1.67610527928257	DNAH8|Shared LOCKs
DOK5	chr20	54475592	54651169	-1.00515515552036	175577	Shared LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	-0.0876686678555409	-1.72725783863713	DOK5|Shared LOCKs
DOK5	chr20	54475592	54651169	-0.994191807955447	175577	Shared LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	-0.189028473881526	-1.67610527928257	DOK5|Shared LOCKs
DPP6	chr7	153748132	154894285	-0.989375014747315	1146153	Tumor-gain LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	0.513388128273281	-2.21830658670698	DPP6|Tumor-gain LOCKs
DPP6	chr7	153748132	154894285	-1.01687877442615	1146153	Tumor-gain LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	1.00751618951085	-2.60039120281536	DPP6|Tumor-gain LOCKs
DYNC1I1	chr7	95772553	96110322	-0.928374452218543	337769	Shared LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	-0.189028473881526	-1.67610527928257	DYNC1I1|Shared LOCKs
DYNC1I1	chr7	95772553	96110322	-0.943971972292646	337769	Shared LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	-0.0876686678555409	-1.72725783863713	DYNC1I1|Shared LOCKs
EBF2	chr8	25841724	26045413	-1.02636188061569	203689	Shared LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	-0.189028473881526	-1.67610527928257	EBF2|Shared LOCKs
EBF2	chr8	25841724	26045413	-1.00515515552036	203689	Shared LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	-0.0876686678555409	-1.72725783863713	EBF2|Shared LOCKs
EFCAB6	chr22	43528777	43812305	-0.824176781994072	283528	Shared LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	-0.0876686678555409	-1.72725783863713	EFCAB6|Shared LOCKs
EFCAB6	chr22	43528777	43812305	-0.801190958398842	283528	Shared LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	-0.189028473881526	-1.67610527928257	EFCAB6|Shared LOCKs
ELMO1	chr7	36852905	37449326	-1.02636188061569	596421	Tumor-loss LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	0.43236197555579	-2.16762463617959	ELMO1|Tumor-loss LOCKs
ELMO1	chr7	36852905	37449326	-0.7964932045871	596421	Tumor-loss LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	0.122251421126494	-1.74761597009428	ELMO1|Tumor-loss LOCKs
EPHB1	chr3	134795259	135260467	-0.918390621274672	465208	Tumor-gain LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	1.00751618951085	-2.60039120281536	EPHB1|Tumor-gain LOCKs
EPHB1	chr3	134795259	135260467	-0.909956694774377	465208	Tumor-gain LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	0.513388128273281	-2.21830658670698	EPHB1|Tumor-gain LOCKs
EPX	chr17	58192725	58205174	-0.732216964998331	12449	Tumor-loss LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	0.43236197555579	-2.16762463617959	EPX|Tumor-loss LOCKs
EPX	chr17	58192725	58205174	-0.854254510580434	12449	Tumor-loss LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	0.122251421126494	-1.74761597009428	EPX|Tumor-loss LOCKs
EYA1	chr8	71197432	71548094	-0.73094783633752	350662	Tumor-loss LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	0.43236197555579	-2.16762463617959	EYA1|Tumor-loss LOCKs
EYA1	chr8	71197432	71548094	-0.913327739176525	350662	Tumor-loss LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	0.122251421126494	-1.74761597009428	EYA1|Tumor-loss LOCKs
EYA4	chr6	133240592	133532128	-0.647181977810902	291536	Tumor-loss LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	0.43236197555579	-2.16762463617959	EYA4|Tumor-loss LOCKs
EYA4	chr6	133240592	133532128	-0.868062051547801	291536	Tumor-loss LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	0.122251421126494	-1.74761597009428	EYA4|Tumor-loss LOCKs
FGF19	chr11	69698237	69704022	-1.02636188061569	5785	Tumor-loss LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	0.43236197555579	-2.16762463617959	FGF19|Tumor-loss LOCKs
FGF19	chr11	69698237	69704022	-0.742590312046944	5785	Tumor-loss LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	0.122251421126494	-1.74761597009428	FGF19|Tumor-loss LOCKs
FLT3	chr13	28003273	28100576	-1.02636188061569	97303	Tumor-loss LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	0.43236197555579	-2.16762463617959	FLT3|Tumor-loss LOCKs
FLT3	chr13	28003273	28100576	-0.945574628922106	97303	Tumor-loss LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	0.122251421126494	-1.74761597009428	FLT3|Tumor-loss LOCKs
FOXG1	chr14	28766786	28770277	-0.987348759122954	3491	Tumor-loss LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	0.122251421126494	-1.74761597009428	FOXG1|Tumor-loss LOCKs
FOXG1	chr14	28766786	28770277	-0.992261492627944	3491	Tumor-loss LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	0.43236197555579	-2.16762463617959	FOXG1|Tumor-loss LOCKs
GFRA1	chr10	116056924	116274705	-1.02636188061569	217781	Tumor-loss LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	0.43236197555579	-2.16762463617959	GFRA1|Tumor-loss LOCKs
GFRA1	chr10	116056924	116274705	-1.00515515552036	217781	Tumor-loss LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	0.122251421126494	-1.74761597009428	GFRA1|Tumor-loss LOCKs
GPR141	chr7	37683765	37743835	0.43236197555579	60070	Tumor-loss LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	0.43236197555579	-2.16762463617959	GPR141|Tumor-loss LOCKs
GPR141	chr7	37683765	37743835	-0.986344716791432	60070	Tumor-loss LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	0.122251421126494	-1.74761597009428	GPR141|Tumor-loss LOCKs
GRID1	chr10	85599551	86366795	-0.936946043850792	767244	Tumor-gain LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	1.00751618951085	-2.60039120281536	GRID1|Tumor-gain LOCKs
GRID1	chr10	85599551	86366795	-0.983223560139599	767244	Tumor-gain LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	0.513388128273281	-2.21830658670698	GRID1|Tumor-gain LOCKs
GRID2	chr4	92303965	93810456	-0.999281859852685	1506491	Tumor-loss LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	0.122251421126494	-1.74761597009428	GRID2|Tumor-loss LOCKs
GRID2	chr4	92303965	93810456	-1.02636188061569	1506491	Tumor-loss LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	0.43236197555579	-2.16762463617959	GRID2|Tumor-loss LOCKs
GRIK1	chr21	29536932	29939996	-0.636044392566354	403064	Tumor-gain LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	0.513388128273281	-2.21830658670698	GRIK1|Tumor-gain LOCKs
GRIK1	chr21	29536932	29939996	-0.313059542619277	403064	Tumor-gain LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	1.00751618951085	-2.60039120281536	GRIK1|Tumor-gain LOCKs
GRIK3	chr1	36795526	37034515	-1.00515515552036	238989	Tumor-gain LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	0.513388128273281	-2.21830658670698	GRIK3|Tumor-gain LOCKs
GRIK3	chr1	36795526	37034515	-1.02636188061569	238989	Tumor-gain LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	1.00751618951085	-2.60039120281536	GRIK3|Tumor-gain LOCKs
GRIN2A	chr16	9753403	10182908	-1.00515515552036	429505	Tumor-gain LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	0.513388128273281	-2.21830658670698	GRIN2A|Tumor-gain LOCKs
GRIN2A	chr16	9753403	10182908	-1.02636188061569	429505	Tumor-gain LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	1.00751618951085	-2.60039120281536	GRIN2A|Tumor-gain LOCKs
GRM1	chr6	146027706	146437601	-0.740529310052378	409895	Tumor-gain LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	0.513388128273281	-2.21830658670698	GRM1|Tumor-gain LOCKs
GRM1	chr6	146027706	146437601	-0.922553843428409	409895	Tumor-gain LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	1.00751618951085	-2.60039120281536	GRM1|Tumor-gain LOCKs
HCRTR2	chr6	55106468	55284713	-1.00515515552036	178245	Tumor-loss LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	0.122251421126494	-1.74761597009428	HCRTR2|Tumor-loss LOCKs
HCRTR2	chr6	55106468	55284713	-1.02636188061569	178245	Tumor-loss LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	0.43236197555579	-2.16762463617959	HCRTR2|Tumor-loss LOCKs
HGF	chr7	81699009	81770047	-0.888893443512088	71038	Tumor-loss LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	0.122251421126494	-1.74761597009428	HGF|Tumor-loss LOCKs
HGF	chr7	81699009	81770047	-1.02636188061569	71038	Tumor-loss LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	0.43236197555579	-2.16762463617959	HGF|Tumor-loss LOCKs
HLA-DQA2	chr6	32741390	32747198	-1.02636188061569	5808	Shared LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	-0.189028473881526	-1.67610527928257	HLA-DQA2|Shared LOCKs
HLA-DQA2	chr6	32741390	32747198	-1.00515515552036	5808	Shared LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	-0.0876686678555409	-1.72725783863713	HLA-DQA2|Shared LOCKs
HLA-DRA	chr6	32439886	32445046	-0.189028473881526	5160	Shared LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	-0.189028473881526	-1.67610527928257	HLA-DRA|Shared LOCKs
HLA-DRA	chr6	32439886	32445046	-0.0876686678555409	5160	Shared LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	-0.0876686678555409	-1.72725783863713	HLA-DRA|Shared LOCKs
HS3ST2	chr16	22814161	22916338	-1.02636188061569	102177	Shared LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	-0.189028473881526	-1.67610527928257	HS3ST2|Shared LOCKs
HS3ST2	chr16	22814161	22916338	-0.958745231639455	102177	Shared LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	-0.0876686678555409	-1.72725783863713	HS3ST2|Shared LOCKs
HTR3B	chr11	113898922	113949079	-1.02636188061569	50157	Tumor-loss LOCKs	common PMDs	NE2_KYSE510.N	OG	NE2	0.43236197555579	-2.16762463617959	HTR3B|Tumor-loss LOCKs
HTR3B	chr11	113898922	113949079	-0.968290752737164	50157	Tumor-loss LOCKs	common PMDs	NE2_KYSE510.T	OG	KYSE510	0.122251421126494	-1.74761597009428	HTR3B|Tumor-loss LOCKs
