gene_name	LOCK_group	MD_anno	mean_exp	index	TorN	mean_exp_winsorize
MBL1P	Tumor-loss LOCKs	common PMDs	-0.923742586119096	breastNormalVsLuminalA.T	Tumor	-0.923742586119096
SFTPD	Tumor-loss LOCKs	common PMDs	-0.268450711529757	breastNormalVsLuminalA.T	Tumor	-0.268450711529757
SORCS3-AS1	Tumor-gain LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
GPR26	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
CPXM2	Tumor-loss LOCKs	common PMDs	-0.835816611848135	breastNormalVsLuminalA.T	Tumor	-0.835816611848135
NPS	Tumor-gain LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
LINC01163	Tumor-gain LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
MUC2	Tumor-loss LOCKs	common PMDs	-0.913433718695316	breastNormalVsLuminalA.T	Tumor	-0.913433718695316
MUC5AC	Tumor-loss LOCKs	common PMDs	-0.945920185145646	breastNormalVsLuminalA.T	Tumor	-0.945920185145646
LSP1	Tumor-loss LOCKs	common PMDs	-0.834322604144068	breastNormalVsLuminalA.T	Tumor	-0.834322604144068
LINC01150	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
TNNT3	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
MRPL23	Tumor-loss LOCKs	common PMDs	0.191844145098312	breastNormalVsLuminalA.T	Tumor	0.191844145098312
MRPL23-AS1	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
LINC01219	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
H19	Tumor-loss LOCKs	common PMDs	0.413043236563681	breastNormalVsLuminalA.T	Tumor	0.413043236563681
RIC3	Tumor-loss LOCKs	common PMDs	-0.940054729203643	breastNormalVsLuminalA.T	Tumor	-0.940054729203643
STK33	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
MRGPRX1	Shared LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
MPPED2	Tumor-loss LOCKs	common PMDs	-0.953051384923313	breastNormalVsLuminalA.T	Tumor	-0.953051384923313
PAUPAR	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
RCN1	Tumor-loss LOCKs	common PMDs	0.860351070789415	breastNormalVsLuminalA.T	Tumor	0.860351070789415
WT1	Tumor-loss LOCKs	common PMDs	0.0154130480092764	breastNormalVsLuminalA.T	Tumor	0.0154130480092764
WT1-AS	Tumor-loss LOCKs	common PMDs	-0.669833507399715	breastNormalVsLuminalA.T	Tumor	-0.669833507399715
CHST1	Tumor-loss LOCKs	common PMDs	-0.184114814918144	breastNormalVsLuminalA.T	Tumor	-0.184114814918144
SLC22A8	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
FGF19	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
ARHGAP20	Tumor-loss LOCKs	common PMDs	-0.942627472827113	breastNormalVsLuminalA.T	Tumor	-0.942627472827113
NCAM1-AS1	Tumor-loss LOCKs	common PMDs	-0.800533128327388	breastNormalVsLuminalA.T	Tumor	-0.800533128327388
HTR3B	Tumor-loss LOCKs	common PMDs	-0.937946253362299	breastNormalVsLuminalA.T	Tumor	-0.937946253362299
DSCAML1	Tumor-loss LOCKs	common PMDs	-0.714549509879355	breastNormalVsLuminalA.T	Tumor	-0.714549509879355
USP2-AS1	Tumor-loss LOCKs	common PMDs	-0.390099896499112	breastNormalVsLuminalA.T	Tumor	-0.390099896499112
THY1	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
GRIK4	Tumor-loss LOCKs	common PMDs	-0.858926273113035	breastNormalVsLuminalA.T	Tumor	-0.858926273113035
TECTA	Tumor-loss LOCKs	common PMDs	-0.845247796724536	breastNormalVsLuminalA.T	Tumor	-0.845247796724536
MIR125B1	Tumor-gain LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
BLID	Tumor-gain LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
MIRLET7A2	Tumor-gain LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
MIR100	Tumor-gain LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
GRAMD1B	Tumor-loss LOCKs	common PMDs	-0.459528383184032	breastNormalVsLuminalA.T	Tumor	-0.459528383184032
MIR4493	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
PKNOX2	Tumor-loss LOCKs	common PMDs	-0.534044086225581	breastNormalVsLuminalA.T	Tumor	-0.534044086225581
KIRREL3	Tumor-gain LOCKs	common PMDs	-0.890987057533913	breastNormalVsLuminalA.T	Tumor	-0.890987057533913
KIRREL3-AS1	Tumor-gain LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
MIR3167	Tumor-gain LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
KIRREL3-AS3	Tumor-gain LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
NTM	Tumor-gain LOCKs	common PMDs	-0.957744565634327	breastNormalVsLuminalA.T	Tumor	-0.957744565634327
NTM-AS1	Tumor-gain LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
NTM-IT	Tumor-gain LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
OPCML	Tumor-gain LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
OPCML-IT1	Tumor-gain LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
IQSEC3	Tumor-loss LOCKs	common PMDs	-0.957078183238265	breastNormalVsLuminalA.T	Tumor	-0.957078183238265
SLC6A12	Tumor-loss LOCKs	common PMDs	-0.818834929245326	breastNormalVsLuminalA.T	Tumor	-0.818834929245326
CACNA2D4	Tumor-loss LOCKs	common PMDs	-0.868529656945211	breastNormalVsLuminalA.T	Tumor	-0.868529656945211
LRTM2	Tumor-loss LOCKs	common PMDs	-0.28377998462576	breastNormalVsLuminalA.T	Tumor	-0.28377998462576
CACNA1C	Tumor-loss LOCKs	common PMDs	-0.434033065834254	breastNormalVsLuminalA.T	Tumor	-0.434033065834254
CACNA1C-IT1	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
CACNA1C-AS4	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
CACNA1C-IT3	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
CACNA1C-AS2	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
CACNA1C-AS1	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
PRMT8	Tumor-loss LOCKs	common PMDs	-0.944915094060757	breastNormalVsLuminalA.T	Tumor	-0.944915094060757
KCNA6	Tumor-gain LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
KCNA1	Tumor-gain LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
OVOS2	Tumor-loss LOCKs	common PMDs	-0.876019788235201	breastNormalVsLuminalA.T	Tumor	-0.876019788235201
KRT73	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
KRT73-AS1	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
KRT2	Tumor-loss LOCKs	common PMDs	-0.550034500640962	breastNormalVsLuminalA.T	Tumor	-0.550034500640962
KRT1	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
KRT77	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
KRT76	Tumor-loss LOCKs	common PMDs	-0.785462625262447	breastNormalVsLuminalA.T	Tumor	-0.785462625262447
KRT3	Tumor-loss LOCKs	common PMDs	-0.908841690387783	breastNormalVsLuminalA.T	Tumor	-0.908841690387783
MUCL1	Tumor-loss LOCKs	common PMDs	0.742444041077018	breastNormalVsLuminalA.T	Tumor	0.742444041077018
AVPR1A	Tumor-loss LOCKs	common PMDs	-0.937377398623059	breastNormalVsLuminalA.T	Tumor	-0.937377398623059
WIF1	Tumor-loss LOCKs	common PMDs	-0.930522954277857	breastNormalVsLuminalA.T	Tumor	-0.930522954277857
KERA	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
LUM	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
DCN	Tumor-loss LOCKs	common PMDs	-0.937251506466937	breastNormalVsLuminalA.T	Tumor	-0.937251506466937
MYO1H	Tumor-loss LOCKs	common PMDs	-0.888545511119323	breastNormalVsLuminalA.T	Tumor	-0.888545511119323
LINC01486	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
MYL2	Tumor-loss LOCKs	common PMDs	-0.720445961998068	breastNormalVsLuminalA.T	Tumor	-0.720445961998068
LINC01405	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
CUX2	Tumor-loss LOCKs	common PMDs	-0.88399671649245	breastNormalVsLuminalA.T	Tumor	-0.88399671649245
NOS1	Tumor-loss LOCKs	common PMDs	-0.959839447483062	breastNormalVsLuminalA.T	Tumor	-0.959839447483062
CCDC60	Tumor-gain LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
LINC00939	Tumor-gain LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
LINC00944	Tumor-gain LOCKs	common PMDs	-0.946157496366819	breastNormalVsLuminalA.T	Tumor	-0.946157496366819
LINC00943	Tumor-gain LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
LINC00508	Tumor-gain LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
LINC00507	Tumor-gain LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
TMEM132C	Tumor-gain LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
MIR3612	Tumor-gain LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
TMEM132D	Tumor-gain LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
FZD10-AS1	Tumor-gain LOCKs	common PMDs	-0.958833661022963	breastNormalVsLuminalA.T	Tumor	-0.958833661022963
FZD10	Tumor-gain LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
PIWIL1	Tumor-gain LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
RIMBP2	Tumor-gain LOCKs	common PMDs	-0.946849357011716	breastNormalVsLuminalA.T	Tumor	-0.946849357011716
GALNT9	Shared LOCKs	common PMDs	-0.876539882706089	breastNormalVsLuminalA.T	Tumor	-0.876539882706089
FGF9	Tumor-gain LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
PABPC3	Tumor-loss LOCKs	common PMDs	0.639966224028865	breastNormalVsLuminalA.T	Tumor	0.639966224028865
AMER2	Tumor-loss LOCKs	common PMDs	-0.95201296714169	breastNormalVsLuminalA.T	Tumor	-0.95201296714169
LINC00463	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
LINC01053	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
WASF3	Tumor-loss LOCKs	common PMDs	0.832408727306603	breastNormalVsLuminalA.T	Tumor	0.832408727306603
FLT3	Tumor-loss LOCKs	common PMDs	0.0844619793034881	breastNormalVsLuminalA.T	Tumor	0.0844619793034881
LINC00437	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
LINC00366	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
FREM2	Tumor-loss LOCKs	common PMDs	-0.66578373963676	breastNormalVsLuminalA.T	Tumor	-0.66578373963676
FREM2-AS1	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
STOML3	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
LINC01055	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
SIAH3	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
LRRC63	Tumor-loss LOCKs	common PMDs	-0.537745950039619	breastNormalVsLuminalA.T	Tumor	-0.537745950039619
LINC00563	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
LINC01198	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
LINC00391	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
SOX21-AS1	Tumor-loss LOCKs	common PMDs	-0.948352204142999	breastNormalVsLuminalA.T	Tumor	-0.948352204142999
FGF14	Tumor-loss LOCKs	common PMDs	-0.954530814242869	breastNormalVsLuminalA.T	Tumor	-0.954530814242869
MIR2681	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
MIR4705	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
FGF14-IT1	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
FGF14-AS1	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
FGF14-AS2	Tumor-loss LOCKs	common PMDs	-0.459056407244273	breastNormalVsLuminalA.T	Tumor	-0.459056407244273
SLC8A3	Tumor-loss LOCKs	common PMDs	-0.90654027548924	breastNormalVsLuminalA.T	Tumor	-0.90654027548924
ADAM21P1	Tumor-loss LOCKs	common PMDs	-0.949831451763822	breastNormalVsLuminalA.T	Tumor	-0.949831451763822
RGS6	Tumor-loss LOCKs	common PMDs	-0.789264912327464	breastNormalVsLuminalA.T	Tumor	-0.789264912327464
MIR7843	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
NRXN3	Tumor-gain LOCKs	common PMDs	-0.958596749568256	breastNormalVsLuminalA.T	Tumor	-0.958596749568256
TCL6	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
TCL1B	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
TCL1A	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
C14orf132	Tumor-loss LOCKs	common PMDs	0.267764382283904	breastNormalVsLuminalA.T	Tumor	0.267764382283904
DLK1	Tumor-loss LOCKs	common PMDs	-0.869595168251772	breastNormalVsLuminalA.T	Tumor	-0.869595168251772
MIR2392	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
MEG3	Tumor-loss LOCKs	common PMDs	-0.914270902927848	breastNormalVsLuminalA.T	Tumor	-0.914270902927848
MIR770	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
MIR493	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
MIR337	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
RTL1	Tumor-loss LOCKs	common PMDs	-0.921494619451496	breastNormalVsLuminalA.T	Tumor	-0.921494619451496
MIR431	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
MIR433	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
MIR127	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
MIR432	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
MIR136	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
MEG8	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
SNORD112	Tumor-loss LOCKs	common PMDs	-0.962414852332885	breastNormalVsLuminalA.T	Tumor	-0.962414852332885
