gene_name	LOCK_group	MD_anno	mean_exp	index	TorN	mean_exp_winsorize
SFTPD	Tumor-loss LOCKs	common PMDs	-0.723659105100211	breastNormalVsHer2Pos.T	Tumor	-0.723659105100211
GPR26	Tumor-loss LOCKs	common PMDs	-0.910609220807102	breastNormalVsHer2Pos.T	Tumor	-0.910609220807102
CPXM2	Tumor-loss LOCKs	common PMDs	-0.80844139255595	breastNormalVsHer2Pos.T	Tumor	-0.80844139255595
NPS	Tumor-gain LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
FOXI2	Tumor-gain LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
LINC01163	Tumor-gain LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
EBF3	Tumor-gain LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
MIR4297	Tumor-gain LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
MIR378C	Tumor-gain LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
TCERG1L	Tumor-gain LOCKs	common PMDs	-0.942229394881695	breastNormalVsHer2Pos.T	Tumor	-0.942229394881695
MUC2	Tumor-loss LOCKs	common PMDs	-0.907395194603187	breastNormalVsHer2Pos.T	Tumor	-0.907395194603187
TNNI2	Tumor-loss LOCKs	common PMDs	0.527247258130558	breastNormalVsHer2Pos.T	Tumor	0.527247258130558
MIR4298	Tumor-loss LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
MRPL23	Tumor-loss LOCKs	common PMDs	0.280026479646221	breastNormalVsHer2Pos.T	Tumor	0.280026479646221
MRPL23-AS1	Tumor-loss LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
LINC01219	Tumor-loss LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
H19	Tumor-loss LOCKs	common PMDs	0.995103935523595	breastNormalVsHer2Pos.T	Tumor	0.995103935523595
STK33	Tumor-loss LOCKs	common PMDs	-0.928223743254396	breastNormalVsHer2Pos.T	Tumor	-0.928223743254396
SLC6A5	Tumor-gain LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
SLC22A8	Tumor-loss LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
FGF19	Tumor-loss LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
USP2-AS1	Tumor-loss LOCKs	common PMDs	-0.480643174851232	breastNormalVsHer2Pos.T	Tumor	-0.480643174851232
THY1	Tumor-loss LOCKs	common PMDs	-0.833759413349696	breastNormalVsHer2Pos.T	Tumor	-0.833759413349696
MIR4493	Tumor-loss LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
SCN3B	Shared LOCKs	common PMDs	-0.849042111265564	breastNormalVsHer2Pos.T	Tumor	-0.849042111265564
KIRREL3	Tumor-gain LOCKs	common PMDs	-0.542615998676728	breastNormalVsHer2Pos.T	Tumor	-0.542615998676728
KIRREL3-AS1	Tumor-gain LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
KIRREL3-AS2	Tumor-gain LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
NTM-AS1	Tumor-gain LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
OPCML	Tumor-gain LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
OPCML-IT1	Tumor-gain LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
SPATA19	Tumor-gain LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
IGSF9B	Tumor-gain LOCKs	common PMDs	-0.737499514120396	breastNormalVsHer2Pos.T	Tumor	-0.737499514120396
CACNA2D4	Tumor-loss LOCKs	common PMDs	-0.738933117946105	breastNormalVsHer2Pos.T	Tumor	-0.738933117946105
LRTM2	Tumor-loss LOCKs	common PMDs	-0.51617939190838	breastNormalVsHer2Pos.T	Tumor	-0.51617939190838
CACNA1C-AS2	Shared LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
CACNA1C-AS1	Shared LOCKs	common PMDs	-0.923531720229581	breastNormalVsHer2Pos.T	Tumor	-0.923531720229581
PRMT8	Tumor-loss LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
FGF6	Shared LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
GALNT8	Tumor-gain LOCKs	common PMDs	-0.944207712555294	breastNormalVsHer2Pos.T	Tumor	-0.944207712555294
KCNA6	Tumor-gain LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
KCNA1	Tumor-gain LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
NTF3	Tumor-gain LOCKs	common PMDs	-0.908965732647266	breastNormalVsHer2Pos.T	Tumor	-0.908965732647266
ANO2	Tumor-gain LOCKs	common PMDs	-0.409718568193746	breastNormalVsHer2Pos.T	Tumor	-0.409718568193746
OVOS2	Tumor-loss LOCKs	common PMDs	-0.899048636354026	breastNormalVsHer2Pos.T	Tumor	-0.899048636354026
KRT76	Tumor-loss LOCKs	common PMDs	-0.346625762867404	breastNormalVsHer2Pos.T	Tumor	-0.346625762867404
KRT3	Tumor-loss LOCKs	common PMDs	-0.503794675110701	breastNormalVsHer2Pos.T	Tumor	-0.503794675110701
MUCL1	Tumor-loss LOCKs	common PMDs	0.896409149559543	breastNormalVsHer2Pos.T	Tumor	0.896409149559543
TESPA1	Shared LOCKs	common PMDs	-0.93169285757206	breastNormalVsHer2Pos.T	Tumor	-0.93169285757206
NEUROD4	Shared LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
WIF1	Tumor-loss LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
KERA	Tumor-loss LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
LUM	Tumor-loss LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
DCN	Tumor-loss LOCKs	common PMDs	-0.944815471009441	breastNormalVsHer2Pos.T	Tumor	-0.944815471009441
MYL2	Tumor-loss LOCKs	common PMDs	-0.814361147402972	breastNormalVsHer2Pos.T	Tumor	-0.814361147402972
LINC01405	Tumor-loss LOCKs	common PMDs	0.234849294615455	breastNormalVsHer2Pos.T	Tumor	0.234849294615455
TBX5-AS1	Shared LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
GLT1D1	Tumor-gain LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
FZD10-AS1	Tumor-gain LOCKs	common PMDs	-0.908878714428109	breastNormalVsHer2Pos.T	Tumor	-0.908878714428109
FZD10	Tumor-gain LOCKs	common PMDs	-0.9036827437962	breastNormalVsHer2Pos.T	Tumor	-0.9036827437962
PIWIL1	Tumor-gain LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
RIMBP2	Tumor-gain LOCKs	common PMDs	-0.9252606359011	breastNormalVsHer2Pos.T	Tumor	-0.9252606359011
ADGRD1	Tumor-gain LOCKs	common PMDs	-0.901121787794912	breastNormalVsHer2Pos.T	Tumor	-0.901121787794912
LINC01257	Tumor-gain LOCKs	common PMDs	-0.769831177664057	breastNormalVsHer2Pos.T	Tumor	-0.769831177664057
FGF9	Tumor-gain LOCKs	common PMDs	-0.929401481606849	breastNormalVsHer2Pos.T	Tumor	-0.929401481606849
LINC00424	Tumor-gain LOCKs	common PMDs	-0.904191792687756	breastNormalVsHer2Pos.T	Tumor	-0.904191792687756
SGCG	Tumor-gain LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
LINC00362	Tumor-gain LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
PABPC3	Tumor-loss LOCKs	common PMDs	0.469198601191857	breastNormalVsHer2Pos.T	Tumor	0.469198601191857
AMER2	Tumor-loss LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
WASF3	Tumor-loss LOCKs	common PMDs	0.168564685307963	breastNormalVsHer2Pos.T	Tumor	0.168564685307963
LINC00437	Tumor-loss LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
LINC00366	Tumor-loss LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
FREM2	Tumor-loss LOCKs	common PMDs	0.248469684871831	breastNormalVsHer2Pos.T	Tumor	0.248469684871831
FREM2-AS1	Tumor-loss LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
STOML3	Tumor-loss LOCKs	common PMDs	-0.920773692143924	breastNormalVsHer2Pos.T	Tumor	-0.920773692143924
LINC01055	Tumor-loss LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
SIAH3	Tumor-loss LOCKs	common PMDs	-0.938780982142443	breastNormalVsHer2Pos.T	Tumor	-0.938780982142443
LRRC63	Tumor-loss LOCKs	common PMDs	-0.911368904126121	breastNormalVsHer2Pos.T	Tumor	-0.911368904126121
LINC00563	Tumor-loss LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
LINC01198	Tumor-loss LOCKs	common PMDs	-0.937504782386111	breastNormalVsHer2Pos.T	Tumor	-0.937504782386111
MIR4705	Tumor-loss LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
FGF14-IT1	Tumor-loss LOCKs	common PMDs	-0.924187069760522	breastNormalVsHer2Pos.T	Tumor	-0.924187069760522
FGF14-AS1	Tumor-loss LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
FGF14-AS2	Tumor-loss LOCKs	common PMDs	-0.270979926817629	breastNormalVsHer2Pos.T	Tumor	-0.270979926817629
LINC00354	Tumor-gain LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
SOX1	Tumor-gain LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
LINC01070	Tumor-gain LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
LINC01043	Tumor-gain LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
LINC01044	Tumor-gain LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
SLC8A3	Shared LOCKs	common PMDs	-0.938967603520061	breastNormalVsHer2Pos.T	Tumor	-0.938967603520061
RGS6	Tumor-loss LOCKs	common PMDs	-0.655266401829647	breastNormalVsHer2Pos.T	Tumor	-0.655266401829647
MIR7843	Tumor-loss LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
C14orf132	Tumor-loss LOCKs	common PMDs	-0.247004757606533	breastNormalVsHer2Pos.T	Tumor	-0.247004757606533
TMCO5A	Tumor-loss LOCKs	common PMDs	-0.899984268554904	breastNormalVsHer2Pos.T	Tumor	-0.899984268554904
TBC1D21	Tumor-loss LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
ISLR2	Tumor-loss LOCKs	common PMDs	-0.761880058907418	breastNormalVsHer2Pos.T	Tumor	-0.761880058907418
ISLR	Tumor-loss LOCKs	common PMDs	-0.430376257718655	breastNormalVsHer2Pos.T	Tumor	-0.430376257718655
STRA6	Tumor-loss LOCKs	common PMDs	0.496101069293432	breastNormalVsHer2Pos.T	Tumor	0.496101069293432
LINGO1	Tumor-loss LOCKs	common PMDs	0.618660419070686	breastNormalVsHer2Pos.T	Tumor	0.618660419070686
LINGO1-AS1	Tumor-loss LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
LINGO1-AS2	Tumor-loss LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
ANKRD34C-AS1	Tumor-loss LOCKs	common PMDs	-0.856789034849213	breastNormalVsHer2Pos.T	Tumor	-0.856789034849213
MIR184	Tumor-loss LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
ANKRD34C	Tumor-loss LOCKs	common PMDs	-0.913381224359419	breastNormalVsHer2Pos.T	Tumor	-0.913381224359419
SV2B	Shared LOCKs	common PMDs	-0.878796026832178	breastNormalVsHer2Pos.T	Tumor	-0.878796026832178
LINC01579	Tumor-gain LOCKs	common PMDs	-0.928206802859044	breastNormalVsHer2Pos.T	Tumor	-0.928206802859044
LINC01580	Tumor-gain LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
LINC01570	Tumor-gain LOCKs	common PMDs	-0.918799591615734	breastNormalVsHer2Pos.T	Tumor	-0.918799591615734
MIR8065	Tumor-gain LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
TMEM114	Tumor-gain LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
PRKCB	Tumor-gain LOCKs	common PMDs	-0.931807959848056	breastNormalVsHer2Pos.T	Tumor	-0.931807959848056
CBLN1	Shared LOCKs	common PMDs	-0.275048698182017	breastNormalVsHer2Pos.T	Tumor	-0.275048698182017
C16orf78	Shared LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
ZNF423	Shared LOCKs	common PMDs	-0.929890051354995	breastNormalVsHer2Pos.T	Tumor	-0.929890051354995
ADAM3B	Shared LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
NKD1	Tumor-loss LOCKs	common PMDs	0.163430254369626	breastNormalVsHer2Pos.T	Tumor	0.163430254369626
SLC6A2	Tumor-loss LOCKs	common PMDs	-0.693969170652938	breastNormalVsHer2Pos.T	Tumor	-0.693969170652938
CES1P2	Tumor-loss LOCKs	common PMDs	-0.770316280813928	breastNormalVsHer2Pos.T	Tumor	-0.770316280813928
CES1P1	Tumor-loss LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
GNAO1	Tumor-loss LOCKs	common PMDs	-0.516365669206154	breastNormalVsHer2Pos.T	Tumor	-0.516365669206154
MIR3935	Tumor-loss LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
LINC01568	Shared LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
PLCG2	Tumor-loss LOCKs	common PMDs	-0.236464904380036	breastNormalVsHer2Pos.T	Tumor	-0.236464904380036
MIR8058	Tumor-gain LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
MIR3182	Tumor-gain LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
LINC01082	Shared LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
OR1G1	Shared LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
OR1A2	Shared LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
OR1A1	Shared LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
OR1D4	Shared LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
OR3A2	Shared LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
OR3A1	Shared LOCKs	common PMDs	-0.915119991452109	breastNormalVsHer2Pos.T	Tumor	-0.915119991452109
OR3A4P	Shared LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
SHISA6	Tumor-gain LOCKs	common PMDs	-0.941151601655355	breastNormalVsHer2Pos.T	Tumor	-0.941151601655355
DNAH9	Tumor-gain LOCKs	common PMDs	-0.944197923627645	breastNormalVsHer2Pos.T	Tumor	-0.944197923627645
KRT25	Tumor-loss LOCKs	common PMDs	-0.842995033757625	breastNormalVsHer2Pos.T	Tumor	-0.842995033757625
KRT26	Tumor-loss LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
MAPT	Tumor-loss LOCKs	common PMDs	-0.511350730634399	breastNormalVsHer2Pos.T	Tumor	-0.511350730634399
B4GALNT2	Tumor-loss LOCKs	common PMDs	-0.890041625387084	breastNormalVsHer2Pos.T	Tumor	-0.890041625387084
ABCA8	Tumor-gain LOCKs	common PMDs	-0.722744882944172	breastNormalVsHer2Pos.T	Tumor	-0.722744882944172
RBFOX3	Shared LOCKs	common PMDs	-0.910296680504256	breastNormalVsHer2Pos.T	Tumor	-0.910296680504256
LINC00668	Tumor-gain LOCKs	common PMDs	-0.853632568804288	breastNormalVsHer2Pos.T	Tumor	-0.853632568804288
LAMA1	Tumor-gain LOCKs	common PMDs	-0.875889648215613	breastNormalVsHer2Pos.T	Tumor	-0.875889648215613
ZNF521	Tumor-gain LOCKs	common PMDs	-0.942789051699036	breastNormalVsHer2Pos.T	Tumor	-0.942789051699036
LOXHD1	Tumor-loss LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
ST8SIA5	Tumor-loss LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
SKOR2	Tumor-loss LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
MIR4527	Tumor-loss LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
MAPK4	Tumor-loss LOCKs	common PMDs	-0.367728053690155	breastNormalVsHer2Pos.T	Tumor	-0.367728053690155
MC4R	Tumor-loss LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
LINC01029	Tumor-gain LOCKs	common PMDs	-0.74332113285171	breastNormalVsHer2Pos.T	Tumor	-0.74332113285171
LINC00906	Tumor-gain LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
LINC01532	Tumor-gain LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
ZNF536	Tumor-gain LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
TSHZ3	Tumor-gain LOCKs	common PMDs	-0.918191056014313	breastNormalVsHer2Pos.T	Tumor	-0.918191056014313
LINC01533	Tumor-gain LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
LINC01480	Shared LOCKs	common PMDs	-0.788102139491947	breastNormalVsHer2Pos.T	Tumor	-0.788102139491947
CEACAM21	Shared LOCKs	common PMDs	-0.882288660827991	breastNormalVsHer2Pos.T	Tumor	-0.882288660827991
CEACAM4	Shared LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
CEACAM7	Shared LOCKs	common PMDs	-0.885129615102674	breastNormalVsHer2Pos.T	Tumor	-0.885129615102674
LILRB5	Shared LOCKs	common PMDs	-0.918033991036782	breastNormalVsHer2Pos.T	Tumor	-0.918033991036782
LILRB2	Shared LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
MIR4752	Shared LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
LILRA5	Shared LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
LILRA4	Shared LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
LAIR1	Shared LOCKs	common PMDs	-0.942592690385173	breastNormalVsHer2Pos.T	Tumor	-0.942592690385173
LAIR2	Shared LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
KIR3DX1	Shared LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
LILRA2	Shared LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
LILRA1	Shared LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
NLRP9	Tumor-gain LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
RFPL4A	Tumor-gain LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
RFPL4AL1	Tumor-gain LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
NLRP11	Tumor-gain LOCKs	common PMDs	-0.830837528961999	breastNormalVsHer2Pos.T	Tumor	-0.830837528961999
NLRP4	Tumor-gain LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
NLRP13	Tumor-gain LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
NLRP8	Tumor-gain LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
NLRP5	Tumor-gain LOCKs	common PMDs	-0.913011465647438	breastNormalVsHer2Pos.T	Tumor	-0.913011465647438
MYT1L-AS1	Tumor-gain LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
GREB1	Tumor-loss LOCKs	common PMDs	-0.15574522697982	breastNormalVsHer2Pos.T	Tumor	-0.15574522697982
MIR4429	Tumor-loss LOCKs	common PMDs	-0.94674459332812	breastNormalVsHer2Pos.T	Tumor	-0.94674459332812
NTSR2	Tumor-loss LOCKs	common PMDs	-0.879417472129779	breastNormalVsHer2Pos.T	Tumor	-0.879417472129779
ANKRD20A8P	Tumor-loss LOCKs	common PMDs	-0.703578823335477	breastNormalVsHer2Pos.T	Tumor	-0.703578823335477
