gene_name	LOCK_group	MD_anno	mean_exp	index	TorN	mean_exp_winsorize
LINC00844	Tumor-loss LOCKs	common PMDs	-0.652363435289102	breastNormalVsTN_CL.T	Tumor	-0.652363435289102
PHYHIPL	Tumor-loss LOCKs	common PMDs	-0.955043113108853	breastNormalVsTN_CL.T	Tumor	-0.955043113108853
FAM13C	Tumor-loss LOCKs	common PMDs	-0.926021680580739	breastNormalVsTN_CL.T	Tumor	-0.926021680580739
COL13A1	Tumor-loss LOCKs	common PMDs	0.317747396144212	breastNormalVsTN_CL.T	Tumor	0.317747396144212
LINC00856	Tumor-loss LOCKs	common PMDs	-0.958019997378344	breastNormalVsTN_CL.T	Tumor	-0.958019997378344
BMS1P21	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
CRTAC1	Shared LOCKs	common PMDs	-0.983548287991046	breastNormalVsTN_CL.T	Tumor	-0.983548287991046
SORCS3-AS1	Tumor-gain LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
C10orf120	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
FOXI2	Tumor-gain LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
LINC01163	Tumor-gain LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
MUC2	Tumor-loss LOCKs	common PMDs	-0.933343297928186	breastNormalVsTN_CL.T	Tumor	-0.933343297928186
MUC5AC	Tumor-loss LOCKs	common PMDs	-0.874324031331631	breastNormalVsTN_CL.T	Tumor	-0.874324031331631
LSP1	Tumor-loss LOCKs	common PMDs	-0.662149861216305	breastNormalVsTN_CL.T	Tumor	-0.662149861216305
MIR4298	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
TNNT3	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
MRPL23	Tumor-loss LOCKs	common PMDs	0.124332373183562	breastNormalVsTN_CL.T	Tumor	0.124332373183562
MRPL23-AS1	Tumor-loss LOCKs	common PMDs	-0.971176009458292	breastNormalVsTN_CL.T	Tumor	-0.971176009458292
LINC01219	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
H19	Tumor-loss LOCKs	common PMDs	-0.0783708138719453	breastNormalVsTN_CL.T	Tumor	-0.0783708138719453
STK33	Tumor-loss LOCKs	common PMDs	0.236606340041854	breastNormalVsTN_CL.T	Tumor	0.236606340041854
PAX6	Tumor-loss LOCKs	common PMDs	-0.63817786170249	breastNormalVsTN_CL.T	Tumor	-0.63817786170249
PAUPAR	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
WT1	Tumor-loss LOCKs	common PMDs	0.233285839517379	breastNormalVsTN_CL.T	Tumor	0.233285839517379
WT1-AS	Tumor-loss LOCKs	common PMDs	-0.781747920539489	breastNormalVsTN_CL.T	Tumor	-0.781747920539489
FGF19	Tumor-loss LOCKs	common PMDs	-0.832372112073819	breastNormalVsTN_CL.T	Tumor	-0.832372112073819
FGF4	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
ARHGAP20	Tumor-loss LOCKs	common PMDs	-0.769807147419223	breastNormalVsTN_CL.T	Tumor	-0.769807147419223
GRIK4	Tumor-loss LOCKs	common PMDs	-0.370684218521953	breastNormalVsTN_CL.T	Tumor	-0.370684218521953
IQSEC3	Tumor-loss LOCKs	common PMDs	-0.901614561894982	breastNormalVsTN_CL.T	Tumor	-0.901614561894982
SLC6A12	Tumor-loss LOCKs	common PMDs	-0.82418303564625	breastNormalVsTN_CL.T	Tumor	-0.82418303564625
PRMT8	Tumor-loss LOCKs	common PMDs	-0.927281033583936	breastNormalVsTN_CL.T	Tumor	-0.927281033583936
ANO2	Tumor-gain LOCKs	common PMDs	-0.890833757975198	breastNormalVsTN_CL.T	Tumor	-0.890833757975198
OVOS2	Tumor-loss LOCKs	common PMDs	-0.786328304999395	breastNormalVsTN_CL.T	Tumor	-0.786328304999395
AVPR1A	Tumor-loss LOCKs	common PMDs	-0.844618751010991	breastNormalVsTN_CL.T	Tumor	-0.844618751010991
RPH3A	Shared LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
LINC01234	Tumor-loss LOCKs	common PMDs	-0.510780915699769	breastNormalVsTN_CL.T	Tumor	-0.510780915699769
TBX5-AS1	Shared LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
SRRM4	Tumor-gain LOCKs	common PMDs	-0.982225748653277	breastNormalVsTN_CL.T	Tumor	-0.982225748653277
HSPB8	Tumor-gain LOCKs	common PMDs	0.748060612798954	breastNormalVsTN_CL.T	Tumor	0.748060612798954
LINC00934	Tumor-gain LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
CCDC60	Tumor-gain LOCKs	common PMDs	-0.968392291745817	breastNormalVsTN_CL.T	Tumor	-0.968392291745817
PIWIL1	Tumor-gain LOCKs	common PMDs	-0.970786914915671	breastNormalVsTN_CL.T	Tumor	-0.970786914915671
RIMBP2	Tumor-gain LOCKs	common PMDs	-0.974706597952593	breastNormalVsTN_CL.T	Tumor	-0.974706597952593
GALNT9	Tumor-loss LOCKs	common PMDs	-0.728138410643355	breastNormalVsTN_CL.T	Tumor	-0.728138410643355
WASF3	Tumor-loss LOCKs	common PMDs	0.542678881980438	breastNormalVsTN_CL.T	Tumor	0.542678881980438
FLT3	Tumor-loss LOCKs	common PMDs	-0.984690234230653	breastNormalVsTN_CL.T	Tumor	-0.984690234230653
LINC00437	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
LINC00366	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
FREM2	Tumor-loss LOCKs	common PMDs	-0.875898113722607	breastNormalVsTN_CL.T	Tumor	-0.875898113722607
FREM2-AS1	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
STOML3	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
LRRC63	Tumor-loss LOCKs	common PMDs	-0.952943933315	breastNormalVsTN_CL.T	Tumor	-0.952943933315
LINC00563	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
LINC01198	Tumor-loss LOCKs	common PMDs	-0.971891684378889	breastNormalVsTN_CL.T	Tumor	-0.971891684378889
LINC00391	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
SOX21	Tumor-loss LOCKs	common PMDs	-0.819812842210718	breastNormalVsTN_CL.T	Tumor	-0.819812842210718
SOX21-AS1	Tumor-loss LOCKs	common PMDs	-0.708513804496212	breastNormalVsTN_CL.T	Tumor	-0.708513804496212
LINC00557	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
FGF14	Tumor-loss LOCKs	common PMDs	-0.849667489402686	breastNormalVsTN_CL.T	Tumor	-0.849667489402686
MIR2681	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
MIR4705	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
FGF14-IT1	Tumor-loss LOCKs	common PMDs	-0.912441287183756	breastNormalVsTN_CL.T	Tumor	-0.912441287183756
FGF14-AS1	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
FGF14-AS2	Tumor-loss LOCKs	common PMDs	0.146563720010148	breastNormalVsTN_CL.T	Tumor	0.146563720010148
LINC00609	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
PTCSC3	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
SLC35F4	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
LINC01500	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
MIR7843	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
DLK1	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
MIR2392	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
MEG3	Tumor-loss LOCKs	common PMDs	-0.98788378890689	breastNormalVsTN_CL.T	Tumor	-0.98788378890689
MIR770	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
MIR493	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
MIR337	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
MIR431	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
MIR433	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
MIR127	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
MIR432	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
MIR136	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
MEG8	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
SNORD113-1	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
SNORD113-2	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
SNORD113-3	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
SNORD113-4	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
SNORD113-5	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
SNORD113-6	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
SNORD113-7	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
SNORD113-8	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
SNORD113-9	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
SNORD114-1	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
SNORD114-2	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
SNORD114-3	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
SNORD114-4	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
SNORD114-5	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
SNORD114-6	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
SNORD114-7	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
SNORD114-9	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
SNORD114-10	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
SNORD114-11	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
SNORD114-12	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
SNORD114-13	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
SNORD114-14	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
SNORD114-15	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
SNORD114-16	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
SNORD114-17	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
SNORD114-18	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
SNORD114-19	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
SNORD114-20	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
SNORD114-21	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
SNORD114-22	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
SNORD114-23	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
SNORD114-24	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
SNORD114-25	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
SNORD114-26	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
SNORD114-27	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
SNORD114-28	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
SNORD114-29	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
SNORD114-30	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
SNORD114-31	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
MIR379	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
MIR411	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
MIR299	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
MIR1197	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
MIR323A	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
MIR758	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
MIR329-1	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
MIR329-2	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
MIR494	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
MIR1193	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
MIR543	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
MIR495	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
MIR654	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
MIR300	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
MIR1185-1	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
MIR1185-2	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
MIR381HG	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
MIR381	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
MIR487B	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
MIR539	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
MIR889	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
MIR544A	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
MIR655	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
MIR382	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
MIR134	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
MIR485	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
MIR323B	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
MIR154	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
MIR496	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
MIR377	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
MIR541	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
MIR409	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
MIR412	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
MIR369	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
MIR410	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
MIR656	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
MEG9	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
LINC00524	Tumor-loss LOCKs	common PMDs	-0.636015496703458	breastNormalVsTN_CL.T	Tumor	-0.636015496703458
DIO3OS	Tumor-loss LOCKs	common PMDs	-0.800431985511478	breastNormalVsTN_CL.T	Tumor	-0.800431985511478
DIO3	Tumor-loss LOCKs	common PMDs	-0.737815947733896	breastNormalVsTN_CL.T	Tumor	-0.737815947733896
TMCO5B	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
TMCO5A	Tumor-loss LOCKs	common PMDs	-0.95540281897893	breastNormalVsTN_CL.T	Tumor	-0.95540281897893
TBC1D21	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
ISLR2	Tumor-loss LOCKs	common PMDs	-0.802546679776303	breastNormalVsTN_CL.T	Tumor	-0.802546679776303
ISLR	Tumor-loss LOCKs	common PMDs	-0.891826752240496	breastNormalVsTN_CL.T	Tumor	-0.891826752240496
STRA6	Tumor-loss LOCKs	common PMDs	-0.689771021104996	breastNormalVsTN_CL.T	Tumor	-0.689771021104996
ST8SIA2	Tumor-loss LOCKs	common PMDs	-0.63516300056418	breastNormalVsTN_CL.T	Tumor	-0.63516300056418
C15orf32	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
LINC00930	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
SSTR5-AS1	Tumor-loss LOCKs	common PMDs	-0.924936818179255	breastNormalVsTN_CL.T	Tumor	-0.924936818179255
SSTR5	Tumor-loss LOCKs	common PMDs	-0.952739926408552	breastNormalVsTN_CL.T	Tumor	-0.952739926408552
C1QTNF8	Tumor-loss LOCKs	common PMDs	-0.922783320690779	breastNormalVsTN_CL.T	Tumor	-0.922783320690779
CACNA1H	Tumor-loss LOCKs	common PMDs	-0.725831590788802	breastNormalVsTN_CL.T	Tumor	-0.725831590788802
TPSG1	Tumor-loss LOCKs	common PMDs	-0.932989180996112	breastNormalVsTN_CL.T	Tumor	-0.932989180996112
TPSB2	Tumor-loss LOCKs	common PMDs	-0.867144535057957	breastNormalVsTN_CL.T	Tumor	-0.867144535057957
TPSAB1	Tumor-loss LOCKs	common PMDs	-0.958572597618732	breastNormalVsTN_CL.T	Tumor	-0.958572597618732
TPSD1	Tumor-loss LOCKs	common PMDs	-0.826915602703716	breastNormalVsTN_CL.T	Tumor	-0.826915602703716
HS3ST2	Shared LOCKs	common PMDs	-0.875814620844294	breastNormalVsTN_CL.T	Tumor	-0.875814620844294
CBLN1	Shared LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
SLC6A2	Tumor-loss LOCKs	common PMDs	-0.973177007281721	breastNormalVsTN_CL.T	Tumor	-0.973177007281721
CES1P2	Tumor-loss LOCKs	common PMDs	-0.939411452693103	breastNormalVsTN_CL.T	Tumor	-0.939411452693103
CES1P1	Tumor-loss LOCKs	common PMDs	-0.712919393415922	breastNormalVsTN_CL.T	Tumor	-0.712919393415922
CES1	Tumor-loss LOCKs	common PMDs	0.101287541799671	breastNormalVsTN_CL.T	Tumor	0.101287541799671
CES5A	Tumor-loss LOCKs	common PMDs	-0.982698301714643	breastNormalVsTN_CL.T	Tumor	-0.982698301714643
GNAO1	Tumor-loss LOCKs	common PMDs	0.0326781153892751	breastNormalVsTN_CL.T	Tumor	0.0326781153892751
MIR3935	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
PLCG2	Tumor-loss LOCKs	common PMDs	0.167772901423416	breastNormalVsTN_CL.T	Tumor	0.167772901423416
NLRP1	Tumor-loss LOCKs	common PMDs	-0.0678601351364232	breastNormalVsTN_CL.T	Tumor	-0.0678601351364232
SKAP1	Tumor-loss LOCKs	common PMDs	-0.900168548322874	breastNormalVsTN_CL.T	Tumor	-0.900168548322874
B4GALNT2	Tumor-loss LOCKs	common PMDs	-0.954547665865997	breastNormalVsTN_CL.T	Tumor	-0.954547665865997
LOXHD1	Tumor-loss LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
ST8SIA5	Tumor-loss LOCKs	common PMDs	-0.842789563005552	breastNormalVsTN_CL.T	Tumor	-0.842789563005552
ONECUT2	Tumor-loss LOCKs	common PMDs	-0.315927157160033	breastNormalVsTN_CL.T	Tumor	-0.315927157160033
MC4R	Tumor-loss LOCKs	common PMDs	-0.959516127834418	breastNormalVsTN_CL.T	Tumor	-0.959516127834418
OR7C1	Tumor-gain LOCKs	common PMDs	-0.874288875689277	breastNormalVsTN_CL.T	Tumor	-0.874288875689277
OR7A5	Tumor-gain LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
OR7A10	Tumor-gain LOCKs	common PMDs	-0.991502198306526	breastNormalVsTN_CL.T	Tumor	-0.991502198306526
